torch.compile disabled in this fork runtime path.
Using PyTorch SDPA attention backend.
GPU: NVIDIA GeForce RTX 4060 Ti
GPU VRAM: 16.0 GB
GPU CC: 8.9
GPU profile: ada-10-15gb
Consumer matrix support: yes
TF32: enabled
AMP dtype: torch.bfloat16
Vocab size: 8,192
Dataset: fineweb-edu
Muon compute dtype: torch.bfloat16 (matching AMP dtype)
Using cached autotune candidate: batch_size=8, checkpointing=on.
Attention backend: sdpa
torch.compile: disabled
Trying train candidate: batch_size=8, activation_checkpointing=enabled
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 256, 'window_pattern': 'SSSL', 'attention_backend': 'sdpa', 'use_activation_checkpointing': True, 'compute_dtype': torch.bfloat16, 'num_experts': 4, 'top_k_experts': 2, 'num_shared_experts': 1, 'expert_dim': 0, 'mhc_expansion': 2}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 5,255,476
  scalars                 : 8
  moe_router              : 4,096
  moe_experts             : 2,097,152
  moe_shared              : 2,097,152
  total                   : 13,644,092
Estimated FLOPs per token: 5.984441e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 3000s
Gradient accumulation steps: 32

step 00000 (0.0%) | loss: 15.564512 | lrm: 1.00 | dt: 5973ms | tok/sec: 87,781 | mfu: 5.9% | epoch: 1 | remaining: 3000s    
step 00001 (0.0%) | loss: 15.564681 | lrm: 1.00 | dt: 5677ms | tok/sec: 92,351 | mfu: 6.3% | epoch: 1 | remaining: 3000s    
step 00002 (0.0%) | loss: 15.589953 | lrm: 1.00 | dt: 5800ms | tok/sec: 90,399 | mfu: 6.1% | epoch: 1 | remaining: 3000s    
step 00003 (0.0%) | loss: 15.195741 | lrm: 1.00 | dt: 5928ms | tok/sec: 88,436 | mfu: 6.0% | epoch: 1 | remaining: 3000s    
step 00004 (0.0%) | loss: 14.593418 | lrm: 1.00 | dt: 6037ms | tok/sec: 86,845 | mfu: 5.9% | epoch: 1 | remaining: 3000s    
step 00005 (0.0%) | loss: 13.832239 | lrm: 1.00 | dt: 6057ms | tok/sec: 86,561 | mfu: 5.9% | epoch: 1 | remaining: 3000s    
step 00006 (0.0%) | loss: 12.967300 | lrm: 1.00 | dt: 6151ms | tok/sec: 85,234 | mfu: 5.8% | epoch: 1 | remaining: 3000s    
step 00007 (0.0%) | loss: 12.741461 | lrm: 1.00 | dt: 6147ms | tok/sec: 85,285 | mfu: 5.8% | epoch: 1 | remaining: 3000s    
step 00008 (0.0%) | loss: 12.479944 | lrm: 1.00 | dt: 6151ms | tok/sec: 85,241 | mfu: 5.8% | epoch: 1 | remaining: 3000s    
step 00009 (0.0%) | loss: 12.230542 | lrm: 1.00 | dt: 6112ms | tok/sec: 85,779 | mfu: 5.8% | epoch: 1 | remaining: 3000s    
step 00010 (0.0%) | loss: 11.988004 | lrm: 1.00 | dt: 6137ms | tok/sec: 85,432 | mfu: 5.8% | epoch: 1 | remaining: 3000s    
step 00011 (0.0%) | loss: 11.764614 | lrm: 1.00 | dt: 6109ms | tok/sec: 85,816 | mfu: 5.8% | epoch: 1 | remaining: 2994s    
step 00012 (0.2%) | loss: 11.984340 | lrm: 1.00 | dt: 6123ms | tok/sec: 85,625 | mfu: 5.8% | epoch: 1 | remaining: 2988s    
step 00013 (0.4%) | loss: 12.135937 | lrm: 1.00 | dt: 6106ms | tok/sec: 85,865 | mfu: 5.8% | epoch: 1 | remaining: 2982s    
step 00014 (0.6%) | loss: 12.240814 | lrm: 1.00 | dt: 6116ms | tok/sec: 85,727 | mfu: 5.8% | epoch: 1 | remaining: 2976s    
step 00015 (0.8%) | loss: 12.279143 | lrm: 1.00 | dt: 6122ms | tok/sec: 85,635 | mfu: 5.8% | epoch: 1 | remaining: 2969s    
step 00016 (1.0%) | loss: 12.038953 | lrm: 1.00 | dt: 6103ms | tok/sec: 85,905 | mfu: 5.8% | epoch: 1 | remaining: 2963s    
step 00017 (1.2%) | loss: 11.825674 | lrm: 1.00 | dt: 6152ms | tok/sec: 85,222 | mfu: 5.8% | epoch: 1 | remaining: 2957s    
step 00018 (1.4%) | loss: 11.657960 | lrm: 1.00 | dt: 6148ms | tok/sec: 85,273 | mfu: 5.8% | epoch: 1 | remaining: 2951s    
step 00019 (1.6%) | loss: 11.432964 | lrm: 1.00 | dt: 6178ms | tok/sec: 84,862 | mfu: 5.7% | epoch: 1 | remaining: 2945s    
step 00020 (1.8%) | loss: 11.229795 | lrm: 1.00 | dt: 6141ms | tok/sec: 85,375 | mfu: 5.8% | epoch: 1 | remaining: 2939s    
step 00021 (2.0%) | loss: 11.048047 | lrm: 1.00 | dt: 6167ms | tok/sec: 85,019 | mfu: 5.8% | epoch: 1 | remaining: 2933s    
step 00022 (2.2%) | loss: 10.869459 | lrm: 1.00 | dt: 6183ms | tok/sec: 84,794 | mfu: 5.7% | epoch: 1 | remaining: 2926s    
step 00023 (2.5%) | loss: 10.698087 | lrm: 1.00 | dt: 6184ms | tok/sec: 84,779 | mfu: 5.7% | epoch: 1 | remaining: 2920s    
step 00024 (2.7%) | loss: 10.517140 | lrm: 1.00 | dt: 6190ms | tok/sec: 84,705 | mfu: 5.7% | epoch: 1 | remaining: 2914s    
step 00025 (2.9%) | loss: 10.303764 | lrm: 1.00 | dt: 6163ms | tok/sec: 85,068 | mfu: 5.8% | epoch: 1 | remaining: 2908s    
step 00026 (3.1%) | loss: 9.971612 | lrm: 1.00 | dt: 6166ms | tok/sec: 85,026 | mfu: 5.8% | epoch: 1 | remaining: 2902s    
step 00027 (3.3%) | loss: 9.547249 | lrm: 1.00 | dt: 6368ms | tok/sec: 82,334 | mfu: 5.6% | epoch: 1 | remaining: 2895s    
step 00028 (3.5%) | loss: 9.155822 | lrm: 1.00 | dt: 6185ms | tok/sec: 84,769 | mfu: 5.7% | epoch: 1 | remaining: 2889s    
step 00029 (3.7%) | loss: 8.806848 | lrm: 1.00 | dt: 6168ms | tok/sec: 85,004 | mfu: 5.8% | epoch: 1 | remaining: 2883s    
step 00030 (3.9%) | loss: 8.501567 | lrm: 1.00 | dt: 6131ms | tok/sec: 85,517 | mfu: 5.8% | epoch: 1 | remaining: 2877s    
step 00031 (4.1%) | loss: 8.227601 | lrm: 1.00 | dt: 6193ms | tok/sec: 84,664 | mfu: 5.7% | epoch: 1 | remaining: 2871s    
step 00125 (23.5%) | loss: 4.436501 | lrm: 0.96 | dt: 6170ms | tok/sec: 84,973 | mfu: 5.8% | epoch: 1 | remaining: 2290s    
step 00126 (23.7%) | loss: 4.412238 | lrm: 0.95 | dt: 6166ms | tok/sec: 85,025 | mfu: 5.8% | epoch: 1 | remaining: 2284s    
step 00127 (23.9%) | loss: 4.414907 | lrm: 0.95 | dt: 6191ms | tok/sec: 84,687 | mfu: 5.7% | epoch: 1 | remaining: 2278s    
step 00128 (24.1%) | loss: 4.403840 | lrm: 0.95 | dt: 6164ms | tok/sec: 85,059 | mfu: 5.8% | epoch: 1 | remaining: 2271s    
step 00129 (24.3%) | loss: 4.394310 | lrm: 0.95 | dt: 6181ms | tok/sec: 84,826 | mfu: 5.7% | epoch: 1 | remaining: 2265s    
step 00130 (24.5%) | loss: 4.399748 | lrm: 0.94 | dt: 6157ms | tok/sec: 85,156 | mfu: 5.8% | epoch: 1 | remaining: 2259s    
step 00131 (24.7%) | loss: 4.386136 | lrm: 0.94 | dt: 6176ms | tok/sec: 84,884 | mfu: 5.7% | epoch: 1 | remaining: 2253s    
step 00132 (24.9%) | loss: 4.381663 | lrm: 0.94 | dt: 6171ms | tok/sec: 84,958 | mfu: 5.8% | epoch: 1 | remaining: 2247s    
step 00133 (25.1%) | loss: 4.357032 | lrm: 0.94 | dt: 6170ms | tok/sec: 84,973 | mfu: 5.8% | epoch: 1 | remaining: 2241s    
step 00134 (25.3%) | loss: 4.351324 | lrm: 0.93 | dt: 6171ms | tok/sec: 84,957 | mfu: 5.8% | epoch: 1 | remaining: 2234s    
step 00135 (25.5%) | loss: 4.330795 | lrm: 0.93 | dt: 6174ms | tok/sec: 84,916 | mfu: 5.7% | epoch: 1 | remaining: 2228s    
step 00136 (25.7%) | loss: 4.310607 | lrm: 0.93 | dt: 6177ms | tok/sec: 84,872 | mfu: 5.7% | epoch: 1 | remaining: 2222s    
step 00137 (25.9%) | loss: 4.302911 | lrm: 0.93 | dt: 6170ms | tok/sec: 84,972 | mfu: 5.8% | epoch: 1 | remaining: 2216s    
step 00138 (26.1%) | loss: 4.300072 | lrm: 0.92 | dt: 6175ms | tok/sec: 84,900 | mfu: 5.7% | epoch: 1 | remaining: 2210s    
step 00139 (26.3%) | loss: 4.291568 | lrm: 0.92 | dt: 6172ms | tok/sec: 84,950 | mfu: 5.8% | epoch: 1 | remaining: 2204s    
step 00140 (26.5%) | loss: 4.271804 | lrm: 0.92 | dt: 6174ms | tok/sec: 84,918 | mfu: 5.7% | epoch: 1 | remaining: 2197s    
step 00141 (26.8%) | loss: 4.276915 | lrm: 0.92 | dt: 6192ms | tok/sec: 84,670 | mfu: 5.7% | epoch: 1 | remaining: 2191s    
step 00142 (27.0%) | loss: 4.275157 | lrm: 0.91 | dt: 6175ms | tok/sec: 84,903 | mfu: 5.7% | epoch: 1 | remaining: 2185s    
step 00143 (27.2%) | loss: 4.271819 | lrm: 0.91 | dt: 6159ms | tok/sec: 85,119 | mfu: 5.8% | epoch: 1 | remaining: 2179s    
step 00144 (27.4%) | loss: 4.278754 | lrm: 0.91 | dt: 6181ms | tok/sec: 84,816 | mfu: 5.7% | epoch: 1 | remaining: 2173s    
step 00145 (27.6%) | loss: 4.271299 | lrm: 0.91 | dt: 6179ms | tok/sec: 84,845 | mfu: 5.7% | epoch: 1 | remaining: 2166s    
step 00146 (27.8%) | loss: 4.265566 | lrm: 0.90 | dt: 6179ms | tok/sec: 84,852 | mfu: 5.7% | epoch: 1 | remaining: 2160s    
step 00147 (28.0%) | loss: 4.263101 | lrm: 0.90 | dt: 6177ms | tok/sec: 84,877 | mfu: 5.7% | epoch: 1 | remaining: 2154s    
step 00148 (28.2%) | loss: 4.248961 | lrm: 0.90 | dt: 6166ms | tok/sec: 85,029 | mfu: 5.8% | epoch: 1 | remaining: 2148s    
step 00149 (28.4%) | loss: 4.237231 | lrm: 0.89 | dt: 6363ms | tok/sec: 82,397 | mfu: 5.6% | epoch: 1 | remaining: 2142s    
step 00150 (28.6%) | loss: 4.222590 | lrm: 0.89 | dt: 6165ms | tok/sec: 85,042 | mfu: 5.8% | epoch: 1 | remaining: 2135s    
step 00151 (28.8%) | loss: 4.222850 | lrm: 0.89 | dt: 6176ms | tok/sec: 84,892 | mfu: 5.7% | epoch: 1 | remaining: 2129s    
step 00152 (29.0%) | loss: 4.206526 | lrm: 0.89 | dt: 6174ms | tok/sec: 84,925 | mfu: 5.7% | epoch: 1 | remaining: 2123s    
step 00153 (29.2%) | loss: 4.193808 | lrm: 0.88 | dt: 6177ms | tok/sec: 84,873 | mfu: 5.7% | epoch: 1 | remaining: 2117s    
step 00154 (29.4%) | loss: 4.183670 | lrm: 0.88 | dt: 6179ms | tok/sec: 84,850 | mfu: 5.7% | epoch: 1 | remaining: 2111s    
step 00155 (29.6%) | loss: 4.188273 | lrm: 0.88 | dt: 6155ms | tok/sec: 85,175 | mfu: 5.8% | epoch: 1 | remaining: 2105s    
step 00156 (29.8%) | loss: 4.173468 | lrm: 0.88 | dt: 6162ms | tok/sec: 85,080 | mfu: 5.8% | epoch: 1 | remaining: 2098s    
step 00157 (30.1%) | loss: 4.163860 | lrm: 0.87 | dt: 6162ms | tok/sec: 85,085 | mfu: 5.8% | epoch: 1 | remaining: 2092s    
step 00158 (30.3%) | loss: 4.156095 | lrm: 0.87 | dt: 6194ms | tok/sec: 84,642 | mfu: 5.7% | epoch: 1 | remaining: 2086s    
step 00159 (30.5%) | loss: 4.147484 | lrm: 0.87 | dt: 6167ms | tok/sec: 85,010 | mfu: 5.8% | epoch: 1 | remaining: 2080s    
step 00160 (30.7%) | loss: 4.143458 | lrm: 0.87 | dt: 6177ms | tok/sec: 84,883 | mfu: 5.7% | epoch: 1 | remaining: 2074s    
step 00161 (30.9%) | loss: 4.128636 | lrm: 0.86 | dt: 6168ms | tok/sec: 84,995 | mfu: 5.8% | epoch: 1 | remaining: 2068s    
step 00162 (31.1%) | loss: 4.124876 | lrm: 0.86 | dt: 6185ms | tok/sec: 84,768 | mfu: 5.7% | epoch: 1 | remaining: 2061s    
step 00163 (31.3%) | loss: 4.125601 | lrm: 0.86 | dt: 6167ms | tok/sec: 85,009 | mfu: 5.8% | epoch: 1 | remaining: 2055s    
step 00164 (31.5%) | loss: 4.108635 | lrm: 0.86 | dt: 6170ms | tok/sec: 84,973 | mfu: 5.8% | epoch: 1 | remaining: 2049s    
step 00165 (31.7%) | loss: 4.112768 | lrm: 0.85 | dt: 6176ms | tok/sec: 84,886 | mfu: 5.7% | epoch: 1 | remaining: 2043s    
step 00166 (31.9%) | loss: 4.109818 | lrm: 0.85 | dt: 6173ms | tok/sec: 84,926 | mfu: 5.7% | epoch: 1 | remaining: 2037s    
step 00167 (32.1%) | loss: 4.116061 | lrm: 0.85 | dt: 6177ms | tok/sec: 84,879 | mfu: 5.7% | epoch: 1 | remaining: 2030s    
step 00168 (32.3%) | loss: 4.102855 | lrm: 0.85 | dt: 6173ms | tok/sec: 84,930 | mfu: 5.7% | epoch: 1 | remaining: 2024s    
step 00169 (32.5%) | loss: 4.093191 | lrm: 0.84 | dt: 6159ms | tok/sec: 85,120 | mfu: 5.8% | epoch: 1 | remaining: 2018s    
step 00170 (32.7%) | loss: 4.090217 | lrm: 0.84 | dt: 6167ms | tok/sec: 85,019 | mfu: 5.8% | epoch: 1 | remaining: 2012s    
step 00171 (32.9%) | loss: 4.075189 | lrm: 0.84 | dt: 6169ms | tok/sec: 84,980 | mfu: 5.8% | epoch: 1 | remaining: 2006s    
step 00172 (33.1%) | loss: 4.069666 | lrm: 0.84 | dt: 6173ms | tok/sec: 84,936 | mfu: 5.7% | epoch: 1 | remaining: 2000s    
step 00173 (33.3%) | loss: 4.080411 | lrm: 0.83 | dt: 6171ms | tok/sec: 84,958 | mfu: 5.8% | epoch: 1 | remaining: 1993s    
step 00174 (33.6%) | loss: 4.074270 | lrm: 0.83 | dt: 6169ms | tok/sec: 84,983 | mfu: 5.8% | epoch: 1 | remaining: 1987s    
step 00175 (33.8%) | loss: 4.078434 | lrm: 0.83 | dt: 6182ms | tok/sec: 84,811 | mfu: 5.7% | epoch: 1 | remaining: 1981s    
step 00176 (34.0%) | loss: 4.083611 | lrm: 0.83 | dt: 6175ms | tok/sec: 84,910 | mfu: 5.7% | epoch: 1 | remaining: 1975s    
step 00177 (34.2%) | loss: 4.074763 | lrm: 0.82 | dt: 6169ms | tok/sec: 84,987 | mfu: 5.8% | epoch: 1 | remaining: 1969s    
step 00178 (34.4%) | loss: 4.075050 | lrm: 0.82 | dt: 6186ms | tok/sec: 84,757 | mfu: 5.7% | epoch: 1 | remaining: 1963s    
step 00179 (34.6%) | loss: 4.070360 | lrm: 0.82 | dt: 6163ms | tok/sec: 85,065 | mfu: 5.8% | epoch: 1 | remaining: 1956s    
step 00180 (34.8%) | loss: 4.071732 | lrm: 0.82 | dt: 6349ms | tok/sec: 82,575 | mfu: 5.6% | epoch: 1 | remaining: 1950s    
step 00181 (35.0%) | loss: 4.064727 | lrm: 0.81 | dt: 6170ms | tok/sec: 84,967 | mfu: 5.8% | epoch: 1 | remaining: 1944s    
step 00182 (35.2%) | loss: 4.060583 | lrm: 0.81 | dt: 6174ms | tok/sec: 84,918 | mfu: 5.7% | epoch: 1 | remaining: 1938s    
step 00183 (35.4%) | loss: 4.067450 | lrm: 0.81 | dt: 6158ms | tok/sec: 85,145 | mfu: 5.8% | epoch: 1 | remaining: 1932s    
step 00184 (35.6%) | loss: 4.053439 | lrm: 0.80 | dt: 6189ms | tok/sec: 84,709 | mfu: 5.7% | epoch: 1 | remaining: 1925s    
step 00185 (35.8%) | loss: 4.061092 | lrm: 0.80 | dt: 6179ms | tok/sec: 84,852 | mfu: 5.7% | epoch: 1 | remaining: 1919s    
step 00186 (36.0%) | loss: 4.053280 | lrm: 0.80 | dt: 6167ms | tok/sec: 85,020 | mfu: 5.8% | epoch: 1 | remaining: 1913s    
step 00187 (36.2%) | loss: 4.042497 | lrm: 0.80 | dt: 6172ms | tok/sec: 84,949 | mfu: 5.8% | epoch: 1 | remaining: 1907s    
step 00188 (36.4%) | loss: 4.043751 | lrm: 0.79 | dt: 6160ms | tok/sec: 85,112 | mfu: 5.8% | epoch: 1 | remaining: 1901s    
step 00189 (36.6%) | loss: 4.037460 | lrm: 0.79 | dt: 6177ms | tok/sec: 84,880 | mfu: 5.7% | epoch: 1 | remaining: 1895s    
step 00190 (36.8%) | loss: 4.024327 | lrm: 0.79 | dt: 6179ms | tok/sec: 84,855 | mfu: 5.7% | epoch: 1 | remaining: 1888s    
step 00191 (37.1%) | loss: 4.018590 | lrm: 0.79 | dt: 6169ms | tok/sec: 84,994 | mfu: 5.8% | epoch: 1 | remaining: 1882s    
step 00192 (37.3%) | loss: 4.012332 | lrm: 0.78 | dt: 6185ms | tok/sec: 84,771 | mfu: 5.7% | epoch: 1 | remaining: 1876s    
step 00193 (37.5%) | loss: 3.998708 | lrm: 0.78 | dt: 6185ms | tok/sec: 84,764 | mfu: 5.7% | epoch: 1 | remaining: 1870s    
step 00194 (37.7%) | loss: 3.975590 | lrm: 0.78 | dt: 6190ms | tok/sec: 84,695 | mfu: 5.7% | epoch: 1 | remaining: 1864s    
step 00195 (37.9%) | loss: 3.948139 | lrm: 0.78 | dt: 6170ms | tok/sec: 84,978 | mfu: 5.8% | epoch: 1 | remaining: 1857s    
step 00196 (38.1%) | loss: 3.930995 | lrm: 0.77 | dt: 6165ms | tok/sec: 85,048 | mfu: 5.8% | epoch: 1 | remaining: 1851s    
step 00197 (38.3%) | loss: 3.923511 | lrm: 0.77 | dt: 6185ms | tok/sec: 84,761 | mfu: 5.7% | epoch: 1 | remaining: 1845s    
step 00198 (38.5%) | loss: 3.924440 | lrm: 0.77 | dt: 6170ms | tok/sec: 84,978 | mfu: 5.8% | epoch: 1 | remaining: 1839s    
step 00199 (38.7%) | loss: 3.937121 | lrm: 0.77 | dt: 6165ms | tok/sec: 85,038 | mfu: 5.8% | epoch: 1 | remaining: 1833s    
step 00200 (38.9%) | loss: 3.936583 | lrm: 0.76 | dt: 6171ms | tok/sec: 84,954 | mfu: 5.8% | epoch: 1 | remaining: 1827s    
step 00201 (39.1%) | loss: 3.938202 | lrm: 0.76 | dt: 6174ms | tok/sec: 84,913 | mfu: 5.7% | epoch: 1 | remaining: 1820s    
step 00202 (39.3%) | loss: 3.928653 | lrm: 0.76 | dt: 6187ms | tok/sec: 84,740 | mfu: 5.7% | epoch: 1 | remaining: 1814s    
step 00203 (39.5%) | loss: 3.933854 | lrm: 0.76 | dt: 6180ms | tok/sec: 84,841 | mfu: 5.7% | epoch: 1 | remaining: 1808s    
step 00204 (39.7%) | loss: 3.922401 | lrm: 0.75 | dt: 6173ms | tok/sec: 84,934 | mfu: 5.7% | epoch: 1 | remaining: 1802s    
step 00205 (39.9%) | loss: 3.907379 | lrm: 0.75 | dt: 6175ms | tok/sec: 84,902 | mfu: 5.7% | epoch: 1 | remaining: 1796s    
step 00206 (40.1%) | loss: 3.906556 | lrm: 0.75 | dt: 6171ms | tok/sec: 84,953 | mfu: 5.8% | epoch: 1 | remaining: 1790s    
step 00207 (40.3%) | loss: 3.917980 | lrm: 0.75 | dt: 6189ms | tok/sec: 84,714 | mfu: 5.7% | epoch: 1 | remaining: 1783s    
step 00208 (40.6%) | loss: 3.937832 | lrm: 0.74 | dt: 6158ms | tok/sec: 85,140 | mfu: 5.8% | epoch: 1 | remaining: 1777s    
step 00209 (40.8%) | loss: 3.932587 | lrm: 0.74 | dt: 6158ms | tok/sec: 85,142 | mfu: 5.8% | epoch: 1 | remaining: 1771s    
step 00210 (41.0%) | loss: 3.930499 | lrm: 0.74 | dt: 6176ms | tok/sec: 84,897 | mfu: 5.7% | epoch: 1 | remaining: 1765s    
step 00211 (41.2%) | loss: 3.945658 | lrm: 0.74 | dt: 6550ms | tok/sec: 80,044 | mfu: 5.4% | epoch: 1 | remaining: 1758s    
step 00212 (41.4%) | loss: 3.941508 | lrm: 0.73 | dt: 6175ms | tok/sec: 84,908 | mfu: 5.7% | epoch: 1 | remaining: 1752s    
step 00213 (41.6%) | loss: 3.948662 | lrm: 0.73 | dt: 6160ms | tok/sec: 85,113 | mfu: 5.8% | epoch: 1 | remaining: 1746s    
step 00214 (41.8%) | loss: 3.953712 | lrm: 0.73 | dt: 6212ms | tok/sec: 84,404 | mfu: 5.7% | epoch: 1 | remaining: 1740s    
step 00215 (42.0%) | loss: 3.951108 | lrm: 0.72 | dt: 6174ms | tok/sec: 84,916 | mfu: 5.7% | epoch: 1 | remaining: 1734s    
step 00216 (42.2%) | loss: 3.943181 | lrm: 0.72 | dt: 6184ms | tok/sec: 84,781 | mfu: 5.7% | epoch: 1 | remaining: 1727s    
step 00217 (42.4%) | loss: 3.939422 | lrm: 0.72 | dt: 6150ms | tok/sec: 85,254 | mfu: 5.8% | epoch: 1 | remaining: 1721s    
step 00218 (42.6%) | loss: 3.934513 | lrm: 0.72 | dt: 6167ms | tok/sec: 85,015 | mfu: 5.8% | epoch: 1 | remaining: 1715s    
step 00219 (42.8%) | loss: 3.932333 | lrm: 0.71 | dt: 6175ms | tok/sec: 84,907 | mfu: 5.7% | epoch: 1 | remaining: 1709s    
step 00220 (43.0%) | loss: 3.920220 | lrm: 0.71 | dt: 6168ms | tok/sec: 85,002 | mfu: 5.8% | epoch: 1 | remaining: 1703s    
step 00221 (43.2%) | loss: 3.918168 | lrm: 0.71 | dt: 6179ms | tok/sec: 84,846 | mfu: 5.7% | epoch: 1 | remaining: 1697s    
step 00222 (43.4%) | loss: 3.917067 | lrm: 0.71 | dt: 6192ms | tok/sec: 84,671 | mfu: 5.7% | epoch: 1 | remaining: 1690s    
step 00223 (43.7%) | loss: 3.900816 | lrm: 0.70 | dt: 6165ms | tok/sec: 85,037 | mfu: 5.8% | epoch: 1 | remaining: 1684s    
step 00224 (43.9%) | loss: 3.885033 | lrm: 0.70 | dt: 6185ms | tok/sec: 84,766 | mfu: 5.7% | epoch: 1 | remaining: 1678s    
step 00225 (44.1%) | loss: 3.871012 | lrm: 0.70 | dt: 6156ms | tok/sec: 85,164 | mfu: 5.8% | epoch: 1 | remaining: 1672s    
step 00226 (44.3%) | loss: 3.883022 | lrm: 0.70 | dt: 6154ms | tok/sec: 85,199 | mfu: 5.8% | epoch: 1 | remaining: 1666s    
step 00227 (44.5%) | loss: 3.875583 | lrm: 0.69 | dt: 6176ms | tok/sec: 84,885 | mfu: 5.7% | epoch: 1 | remaining: 1660s    
step 00228 (44.7%) | loss: 3.891248 | lrm: 0.69 | dt: 6171ms | tok/sec: 84,959 | mfu: 5.8% | epoch: 1 | remaining: 1653s    
step 00229 (44.9%) | loss: 3.874645 | lrm: 0.69 | dt: 6185ms | tok/sec: 84,771 | mfu: 5.7% | epoch: 1 | remaining: 1647s    
step 00230 (45.1%) | loss: 3.877936 | lrm: 0.69 | dt: 6166ms | tok/sec: 85,032 | mfu: 5.8% | epoch: 1 | remaining: 1641s    
step 00231 (45.3%) | loss: 3.875710 | lrm: 0.68 | dt: 6167ms | tok/sec: 85,015 | mfu: 5.8% | epoch: 1 | remaining: 1635s    
step 00232 (45.5%) | loss: 3.867665 | lrm: 0.68 | dt: 6159ms | tok/sec: 85,126 | mfu: 5.8% | epoch: 1 | remaining: 1629s    
step 00233 (45.7%) | loss: 3.877045 | lrm: 0.68 | dt: 6186ms | tok/sec: 84,750 | mfu: 5.7% | epoch: 1 | remaining: 1622s    
step 00234 (45.9%) | loss: 3.874863 | lrm: 0.68 | dt: 6171ms | tok/sec: 84,954 | mfu: 5.8% | epoch: 1 | remaining: 1616s    
step 00235 (46.1%) | loss: 3.876807 | lrm: 0.67 | dt: 6182ms | tok/sec: 84,812 | mfu: 5.7% | epoch: 1 | remaining: 1610s    
step 00236 (46.3%) | loss: 3.881775 | lrm: 0.67 | dt: 6171ms | tok/sec: 84,957 | mfu: 5.8% | epoch: 1 | remaining: 1604s    
step 00237 (46.5%) | loss: 3.889294 | lrm: 0.67 | dt: 6203ms | tok/sec: 84,526 | mfu: 5.7% | epoch: 1 | remaining: 1598s    
step 00238 (46.7%) | loss: 3.895981 | lrm: 0.67 | dt: 6194ms | tok/sec: 84,644 | mfu: 5.7% | epoch: 1 | remaining: 1592s    
step 00239 (46.9%) | loss: 3.884535 | lrm: 0.66 | dt: 6171ms | tok/sec: 84,957 | mfu: 5.8% | epoch: 1 | remaining: 1585s    
step 00240 (47.2%) | loss: 3.880229 | lrm: 0.66 | dt: 6164ms | tok/sec: 85,060 | mfu: 5.8% | epoch: 1 | remaining: 1579s    
step 00241 (47.4%) | loss: 3.860121 | lrm: 0.66 | dt: 6156ms | tok/sec: 85,166 | mfu: 5.8% | epoch: 1 | remaining: 1573s    
step 00242 (47.6%) | loss: 3.855312 | lrm: 0.66 | dt: 6374ms | tok/sec: 82,249 | mfu: 5.6% | epoch: 1 | remaining: 1567s    
step 00243 (47.8%) | loss: 3.844452 | lrm: 0.65 | dt: 6189ms | tok/sec: 84,706 | mfu: 5.7% | epoch: 1 | remaining: 1561s    
step 00244 (48.0%) | loss: 3.843727 | lrm: 0.65 | dt: 6159ms | tok/sec: 85,123 | mfu: 5.8% | epoch: 1 | remaining: 1554s    
step 00245 (48.2%) | loss: 3.851346 | lrm: 0.65 | dt: 6177ms | tok/sec: 84,876 | mfu: 5.7% | epoch: 1 | remaining: 1548s    
step 00246 (48.4%) | loss: 3.834691 | lrm: 0.65 | dt: 6172ms | tok/sec: 84,944 | mfu: 5.8% | epoch: 1 | remaining: 1542s    
step 00247 (48.6%) | loss: 3.810016 | lrm: 0.64 | dt: 6168ms | tok/sec: 84,995 | mfu: 5.8% | epoch: 1 | remaining: 1536s    
step 00248 (48.8%) | loss: 3.796466 | lrm: 0.64 | dt: 6189ms | tok/sec: 84,718 | mfu: 5.7% | epoch: 1 | remaining: 1530s    
step 00249 (49.0%) | loss: 3.775562 | lrm: 0.64 | dt: 6167ms | tok/sec: 85,011 | mfu: 5.8% | epoch: 1 | remaining: 1523s    
step 00250 (49.2%) | loss: 3.778069 | lrm: 0.63 | dt: 6175ms | tok/sec: 84,901 | mfu: 5.7% | epoch: 1 | remaining: 1517s    
step 00251 (49.4%) | loss: 3.767445 | lrm: 0.63 | dt: 6180ms | tok/sec: 84,838 | mfu: 5.7% | epoch: 1 | remaining: 1511s    
step 00252 (49.6%) | loss: 3.760817 | lrm: 0.63 | dt: 6185ms | tok/sec: 84,762 | mfu: 5.7% | epoch: 1 | remaining: 1505s    
step 00253 (49.8%) | loss: 3.763425 | lrm: 0.63 | dt: 6175ms | tok/sec: 84,906 | mfu: 5.7% | epoch: 1 | remaining: 1499s    
step 00254 (50.0%) | loss: 3.740458 | lrm: 0.62 | dt: 6174ms | tok/sec: 84,923 | mfu: 5.7% | epoch: 1 | remaining: 1493s    
step 00255 (50.2%) | loss: 3.744854 | lrm: 0.62 | dt: 6181ms | tok/sec: 84,824 | mfu: 5.7% | epoch: 1 | remaining: 1486s    
step 00256 (50.5%) | loss: 3.741663 | lrm: 0.62 | dt: 6169ms | tok/sec: 84,992 | mfu: 5.8% | epoch: 1 | remaining: 1480s    
